Streamer_ID,Channel,Watch_time,Stream_time,Peak_viewers,Avg_viewers,Subscribers_End,Subscribers_Beg,Subscribers_gained,Viewers_Gained,Partnered,Mature,Language
285,PietSmiet,6461953,1408,39004,4147,576903,454842,122061,11483357,TRUE,FALSE,German
286,Payo,6429260,2290,12274,2772,175503,62908,112595,11672019,TRUE,FALSE,English
287,Shotz,6428988,2552,10316,2523,159763,111375,48388,5464553,TRUE,TRUE,English
288,silphtv,6419609,3284,9401,1891,309065,221665,87400,7215989,TRUE,FALSE,Korean
289,m0xyy,6412442,2268,25387,2431,461534,192223,269311,6207063,TRUE,FALSE,English
290,LexVeldhuis,6337531,1232,58416,4939,244467,177787,66680,14339774,TRUE,FALSE,English
291,NateHill,6332851,1859,41610,3311,1055613,605978,449635,14221498,TRUE,FALSE,English
292,Shaunz,6330001,1631,20861,3791,148568,64175,84393,10605782,TRUE,FALSE,French
293,Emongg,6328037,2599,21922,2228,504653,348560,156093,5794763,TRUE,FALSE,English
294,fl0m,6327233,3135,19318,1931,658323,475058,183265,11489901,TRUE,FALSE,English
295,AsmodaiTV,6322432,2206,11751,2796,247056,216468,30588,6547592,TRUE,FALSE,English
296,Homyatol,6312249,1179,26274,4826,375749,126563,249186,6981248,TRUE,TRUE,Italian
297,Grimmmz,6288543,2943,21993,2153,1001739,964005,37734,7803917,TRUE,TRUE,English
298,aXtLOL,6273849,1230,25340,4991,763886,570620,193266,8969210,TRUE,FALSE,Portuguese
299,boyMinORu,6272647,2381,22141,2717,367223,293672,73551,17822170,TRUE,TRUE,Thai
300,just_ns,6270155,1560,37023,3969,341549,274738,66811,12351240,TRUE,FALSE,Russian
301,BurkeBlack,6212784,2861,4922,2154,276421,262950,13471,5367772,TRUE,TRUE,English
302,Trick2g,6190286,2216,28917,2650,1476226,1360363,115863,8688676,TRUE,TRUE,English
303,FORMAL,6166189,2287,16518,2391,512592,336419,176173,4803076,TRUE,FALSE,English
304,Fortnite,6152772,201,169084,28584,3558217,2394769,1163448,21509520,TRUE,FALSE,English
305,Magic,6042537,723,114234,5123,365714,315359,50355,18694298,TRUE,FALSE,Spanish
306,Xari,6029028,1342,28830,4841,269447,121553,147894,5746209,TRUE,FALSE,French
307,RocketBeansTV,6014301,8640,5223,696,416018,388994,27024,5973152,TRUE,FALSE,German
308,ANGRYPUG,6004647,3081,9822,1892,366463,318132,48331,4962556,TRUE,TRUE,English
309,MarcaoRX,5987891,5612,5210,1258,166594,100690,65904,4541683,TRUE,TRUE,Portuguese
310,yamatonjp,5984929,2657,8247,2269,179920,112126,67794,10882318,TRUE,FALSE,Japanese
311,btscsgo,5966105,953,74949,6530,219539,52940,166599,9173781,TRUE,FALSE,English
312,Skyyart,5948464,1853,32577,2311,598579,359088,239491,8203617,TRUE,FALSE,French
313,gratis150ml,5944957,3301,9601,1801,741652,612324,129328,12187175,TRUE,FALSE,Portuguese
314,ShivFPS,5923161,3386,7216,1782,236407,62194,174213,6900666,TRUE,FALSE,English
315,Ponce,5918192,1856,23255,3043,242969,46089,196880,13687141,TRUE,FALSE,French
316,Distortion2,5902405,2837,11495,1953,314170,269188,44982,5500067,TRUE,TRUE,English
317,boxbox,5889944,1962,25314,2717,1717150,1571341,145809,9971842,TRUE,FALSE,English
318,rkdwl12,5889684,2358,29993,2484,507418,236491,270927,12873339,TRUE,FALSE,Korean
319,TheKAIRI78,5884101,839,47081,6795,885915,234925,650990,5134322,TRUE,FALSE,French
320,RiotGamesRU,5878346,298,73049,19753,173861,98323,75538,6832561,TRUE,FALSE,Russian
321,FPSThailand,5850424,2644,38563,2260,390579,315685,74894,18596656,TRUE,FALSE,Thai
322,naseongkim,5835344,3592,7628,1584,103260,82724,20536,8471746,TRUE,FALSE,Korean
323,obm1025,5771273,1600,19328,3563,428179,183737,244442,8920133,TRUE,FALSE,Korean
324,singsing,5769532,2113,11839,2735,572005,526244,45761,6526670,TRUE,TRUE,English
325,BlackUFA,5752774,1467,10349,3889,279922,245119,34803,12888906,TRUE,FALSE,Russian
326,QuattroAce,5704564,3095,48810,1696,157620,21130,136490,7245324,TRUE,FALSE,Russian
327,bateson87,5702711,1646,20204,3344,598678,343857,254821,16648694,TRUE,FALSE,English
328,Staiy,5697905,1526,15429,3711,259624,169033,90591,5503882,TRUE,FALSE,German
329,polsatgames,5673624,965,66706,5695,141026,66440,74586,16290334,TRUE,FALSE,Polish
330,NymN,5668259,1669,23488,3402,241746,130624,111122,4409296,TRUE,TRUE,English
331,orangemorange,5636899,2047,18387,2653,261139,175278,85861,9889442,TRUE,FALSE,German
332,MinosTV_,5634743,2787,24576,2034,204605,12071,192534,5554989,TRUE,TRUE,French
333,NairoMK,5594920,1770,22074,3054,339545,270071,69474,6132895,TRUE,FALSE,English
334,109ace,5588531,2424,12180,2202,166726,131561,35165,7631326,TRUE,FALSE,Korean
335,UnknownxArmy,5564495,1538,41700,3735,850944,14280,836664,11325781,TRUE,FALSE,English
336,s1mple,5551624,410,34971,12723,1681884,941152,740732,20277843,TRUE,FALSE,English
337,bysTaXx,5532751,816,259210,6210,1093212,297916,795296,10207313,TRUE,FALSE,Spanish
338,Sjow,5528769,2495,8140,2189,240206,218544,21662,3365340,TRUE,FALSE,English
339,hardgamechannel,5521816,919,27529,5711,786562,529884,256678,10562872,TRUE,FALSE,Russian
340,scoped,5502675,1056,47343,5165,731808,2916,728892,8279834,TRUE,TRUE,English
341,VooDooSh,5490811,2295,7560,2519,85678,19549,66129,9003037,TRUE,TRUE,Russian
342,WELOVEGAMES,5482253,1942,27956,2761,413458,363745,49713,23682775,TRUE,FALSE,Russian
343,StereOnline,5461628,6680,4227,785,327645,236293,91352,4620985,TRUE,FALSE,Portuguese
344,keanelol,5454047,2454,7208,2176,162917,77882,85035,4068823,TRUE,FALSE,English
345,sal_gu,5441469,2049,16252,2663,164092,118837,45255,6226900,TRUE,FALSE,Korean
346,sips_,5428850,1817,7872,2984,430755,346721,84034,4331397,TRUE,TRUE,English
347,ESL_CSGOb,5427287,876,89949,5114,575769,392107,183662,13742820,TRUE,FALSE,English
348,kyo1984123,5416969,3416,5967,1516,135687,122956,12731,12070678,TRUE,FALSE,Chinese
349,midbeast,5407225,1967,16153,2652,330060,186804,143256,10000927,TRUE,FALSE,English
350,Alexby11,5387084,914,53526,5331,1448018,302208,1145810,8378248,TRUE,FALSE,Spanish
351,Tumblurr,5380692,1354,17165,3846,353687,117246,236441,4008897,TRUE,FALSE,Italian
352,Veritas,5335357,2253,103833,1595,182492,50579,131913,4176079,TRUE,FALSE,English
353,daltoosh,5319907,2574,16445,2038,241602,78116,163486,3665065,TRUE,FALSE,English
354,ELoTRiX,5317533,939,31194,5620,895851,577604,318247,5587147,TRUE,TRUE,German
355,TSM_Viss,5273961,1963,18844,2668,762778,661643,101135,7091125,TRUE,FALSE,English
356,Anthony_Kongphan,5272773,2732,49085,1858,462128,417594,44534,6805829,TRUE,FALSE,English
357,modestal,5270057,924,25985,5660,323364,129425,193939,11440074,TRUE,FALSE,Russian
358,yumyumyu77,5260230,1105,24521,4496,309322,262411,46911,13030325,TRUE,FALSE,Korean
359,XEWER,5256643,3155,17100,1660,455056,239997,215059,6449741,TRUE,FALSE,French
360,blxckoutz,5244271,2550,18483,2566,482061,79474,402587,8381945,TRUE,FALSE,Portuguese
361,EASPORTSFIFA,5217968,203,106126,24395,1287954,860270,427684,11286667,TRUE,FALSE,English
362,ALOHADANCETV,5214979,1172,18317,4288,555334,463125,92209,12461610,TRUE,TRUE,Russian
363,rudbeckia7,5192002,2105,7111,2478,212053,187447,24606,9675073,TRUE,FALSE,Korean
364,Flashpoint,5188764,322,77708,11713,93616,496,93120,27828448,TRUE,FALSE,English
365,Steelmage,5186981,2975,10815,1696,60987,23148,37839,7005761,TRUE,FALSE,English
366,RoyalPhunk,5184884,1743,12141,2934,204451,169854,34597,4921311,TRUE,TRUE,German
367,Overpow,5164878,2550,10858,2004,254516,225172,29344,9020762,TRUE,TRUE,Polish
368,NeVeR_LosEs,5159320,1377,9671,3680,200953,177147,23806,10608507,TRUE,FALSE,Chinese
369,AvoidingThePuddle,5151955,1349,13108,3893,336181,269141,67040,4202354,TRUE,TRUE,English
370,Ko0416,5130396,3344,5448,1515,108784,96657,12127,11705657,TRUE,TRUE,Chinese
371,Dota2ruhub2,5122191,921,54508,5158,248277,176464,71813,13417924,TRUE,FALSE,Russian
372,Slushpuppy,5116693,2509,118125,1560,122486,36634,85852,5065635,TRUE,FALSE,English
373,itmeJP,5115347,2433,24603,2079,369273,363139,6134,10677522,TRUE,FALSE,English
374,JesusAVGN,5101277,1305,43859,3838,682899,500985,181914,13548535,TRUE,FALSE,Russian
375,tarzaned,5100168,1207,14602,4159,388878,216195,172683,7744943,TRUE,TRUE,English
376,Mickalow,5099466,2621,37872,1830,864324,603410,260914,8191116,TRUE,FALSE,French
377,UNLOSTV,5076652,333,128345,12171,1585519,1014282,571237,11452750,TRUE,FALSE,Turkish
378,resttpowered,5070370,2472,9248,2072,252184,214503,37681,8585834,TRUE,FALSE,Slovak
379,Felps,5057266,1616,15553,3109,844681,560512,284169,6099521,TRUE,FALSE,Portuguese
380,Doublelift,5031954,340,52584,13364,1389835,1223299,166536,7617972,TRUE,FALSE,English
381,kss7749,5029841,1923,12295,2403,170718,151121,19597,7546887,TRUE,FALSE,Korean
382,Kiwo,4991156,3906,10836,1243,296481,258286,38195,4900030,TRUE,TRUE,English
383,adolfz,4987267,1042,15928,4926,294217,139564,154653,2743587,TRUE,TRUE,Portuguese
384,LigaPro1,4980470,3877,11533,1149,30986,1552,29434,60922719,FALSE,FALSE,Other
385,knekro,4980199,1704,13731,2912,260728,163522,97206,10900480,TRUE,FALSE,Spanish
386,Savjz,4978218,1437,12708,3401,542892,528925,13967,4072337,TRUE,FALSE,English
387,BobbyPoffGaming,4977808,3738,6453,1254,125803,44672,81131,2208405,TRUE,FALSE,English
388,The_Happy_Hob,4933321,1769,8560,2834,216106,177394,38712,4158704,TRUE,TRUE,English
389,Smurfdomuca,4914467,1784,18282,2843,267948,16025,251923,5976634,TRUE,FALSE,Portuguese
390,Timmac,4911064,3200,13500,1460,393639,360772,32867,4232938,TRUE,FALSE,English
391,Nikolarn,4899208,2159,30044,2279,526389,312173,214216,3964166,TRUE,FALSE,English
392,so_urf,4894805,2798,9665,1756,95477,51437,44040,8120712,TRUE,FALSE,Korean
393,RiffTrax,4893051,8691,24765,562,79099,61899,17200,3313465,TRUE,FALSE,English
394,pimpimenta,4883569,2749,20855,1744,828298,573986,254312,12258152,TRUE,FALSE,Portuguese
395,faceittv,4881359,599,145470,9722,1681615,1658449,23166,17259602,TRUE,FALSE,English
396,crokeyz,4878311,2718,5916,1796,68907,32192,36715,3476636,TRUE,FALSE,English
397,Letshe,4852416,1346,28808,3073,884661,196848,687813,11561585,TRUE,FALSE,English
398,SaltyBet,4849851,8469,3467,571,224099,154634,69465,4509671,TRUE,FALSE,English
399,sonycast_,4841654,1677,7998,2840,255949,201243,54706,10802748,TRUE,FALSE,Korean
400,HGmony,4841027,1856,21999,2465,34358,2032,32326,90310969,FALSE,FALSE,Russian
401,jakenbakeLIVE,4825522,2007,23432,2375,489623,373069,116554,7920696,TRUE,FALSE,English
402,Syndicate,4822830,978,22845,4281,3000509,2718462,282047,13227099,TRUE,FALSE,English
403,RakanooLive,4818514,1742,22607,2726,1234662,763206,471456,3836302,TRUE,FALSE,Arabic
404,rhdgurwns,4818385,1277,40001,3828,289455,222394,67061,12487303,TRUE,FALSE,Korean
405,limit_maximum,4814298,1432,124818,1886,162040,91924,70116,5965543,TRUE,TRUE,English
406,ElRichMC,4807350,519,95938,9062,688715,257644,431071,8120275,TRUE,FALSE,Spanish
407,guit88man,4796071,2345,7681,1989,144898,119768,25130,8666012,TRUE,TRUE,Russian
408,RaizQT,4780654,2033,15185,2164,167584,136390,31194,5190502,TRUE,FALSE,English
409,ReventXz,4780333,1406,47282,3073,362062,142194,219868,8050871,TRUE,FALSE,Spanish
410,PatoPapao,4779016,1675,11694,2795,656860,540107,116753,8955254,TRUE,FALSE,Portuguese
411,Replays,4765537,2337,16193,1983,871405,421678,449727,5185473,TRUE,FALSE,English
412,cdewx,4744099,2319,23448,1904,380159,329563,50596,8015709,TRUE,FALSE,English
413,asiagodtonegg3be0,4739248,1061,18594,4426,494643,471790,22853,11106574,TRUE,FALSE,Chinese
414,BotezLive,4724657,1931,36278,1985,330772,49808,280964,12851602,TRUE,FALSE,English
415,Conterstine,4723314,1547,18090,2557,386804,11015,375789,5308302,TRUE,FALSE,Spanish
416,BeyondTheSummit_PT,4712558,5650,49496,807,203549,142594,60955,9694977,TRUE,FALSE,Portuguese
417,AlphaCast,4692230,1403,28898,3046,411993,259042,152951,8864009,TRUE,TRUE,French
418,DownToQuest,4689417,8559,20723,543,82299,28575,53724,3524088,TRUE,TRUE,English
419,jungtaejune,4680177,2766,6787,1649,124835,109122,15713,8660860,TRUE,FALSE,Korean
420,PENTA,4679968,1946,7172,2322,152821,112347,40474,2786097,TRUE,TRUE,English
421,thedarkness,4678464,2593,7440,1914,536792,398632,138160,7628946,TRUE,FALSE,Portuguese
422,uhSnow,4671601,1475,8375,3150,134611,90742,43869,3334788,TRUE,TRUE,English
423,JERICHO,4669615,1881,21935,2401,1191987,1125322,66665,7582522,TRUE,FALSE,English
424,T90Official,4661527,1273,51422,3379,160226,91182,69044,6886631,TRUE,FALSE,English
425,DanucD,4637063,2251,4439,2045,546052,322905,223147,12048648,TRUE,FALSE,English
426,DisguisedToast,4628266,339,38169,9892,1340283,1147679,192604,5928269,FALSE,FALSE,English
427,DesertHeartsRecords,4605219,1077,24264,3620,85097,793,84304,58418224,FALSE,FALSE,English
428,Jankos,4581496,751,18826,5858,573657,302302,271355,9284513,TRUE,FALSE,English
429,GarenaTW,4566068,207,85416,22130,401222,379834,21388,7818029,TRUE,FALSE,Chinese
430,dogswellfish,4565345,2687,10929,1601,215413,177723,37690,10626908,TRUE,FALSE,Korean
431,Sykkuno,4546895,1517,29658,2530,334591,28857,305734,5285377,TRUE,FALSE,English
432,JokerdTV,4530261,2003,319862,2013,159384,1728,157656,9070954,TRUE,TRUE,English
433,A1taOda,4497957,2344,11974,1844,537519,470158,67361,10306828,TRUE,FALSE,Russian
434,livekiss,4491983,8621,7435,520,31323,28876,2447,1641644,TRUE,FALSE,Chinese
435,Jerma985,4489543,958,15921,4773,334594,241842,92752,3411872,TRUE,TRUE,English
436,KamoLRF,4487163,1106,19264,3948,688868,504014,184854,5731570,TRUE,FALSE,German
437,GoldGlove,4477206,1998,22448,2196,1433703,1410019,23684,16902968,TRUE,FALSE,English
438,harbleu,4440657,1096,13230,3926,349467,237118,112349,3527460,TRUE,FALSE,English
439,runthefutmarket,4423769,1416,20746,2999,292812,146059,146753,4266359,TRUE,FALSE,English
440,alenenwooptv,4420493,3165,4290,1418,125615,103320,22295,5390604,TRUE,FALSE,Korean
441,KarmikKoala,4377183,2008,10587,2205,151920,80755,71165,8619663,TRUE,FALSE,Russian
442,JustCooman,4376879,1267,10776,3287,159117,69704,89413,7809170,TRUE,FALSE,Russian
443,IamCristinini,4374876,2254,7943,1906,398634,179786,218848,12690137,TRUE,FALSE,Spanish
444,Xop0,4371276,3932,4074,1110,94751,44026,50725,18709302,FALSE,FALSE,Russian
445,Warframe,4369334,229,346131,12843,1254031,971351,282680,5405191,TRUE,FALSE,English
446,Smoke,4360299,1668,25500,2331,166007,112795,53212,2955403,TRUE,FALSE,English
447,Moondye7,4360181,1623,22231,2530,306920,267188,39732,6839587,TRUE,FALSE,German
448,jean_mago,4354214,1891,11418,2012,342691,72854,269837,7609872,TRUE,FALSE,Portuguese
449,mL7support,4347423,1923,9038,2124,342850,201978,140872,5387428,TRUE,FALSE,English
450,KriszhAdvice,4300197,2461,28709,1593,284899,186915,97984,6927865,TRUE,FALSE,Hungarian
451,QuickyBaby,4263683,1979,11077,2207,416329,370331,45998,5642381,TRUE,FALSE,English
452,aDrive,4251460,1685,14637,1692,461081,343807,117274,3858228,TRUE,FALSE,English
453,Ampeterby7,4247538,458,43882,9301,1194476,8829,1185647,6513197,FALSE,FALSE,Spanish
454,KabajiOW,4246202,1204,13865,3252,369667,282329,87338,4098475,TRUE,TRUE,English
455,SNEUX,4245294,959,30067,3748,196635,41080,155555,4540889,TRUE,FALSE,Spanish
456,TrU3Ta1ent,4239089,1896,10901,2204,595939,494704,101235,6614948,TRUE,FALSE,English
457,OgamingSC2,4224981,8074,11457,547,105368,94293,11075,15776556,TRUE,FALSE,French
458,ajehr,4207539,1276,11117,3292,362794,276139,86655,5623906,TRUE,FALSE,Korean
459,cyr,4205761,2437,19267,1678,182107,132336,49771,4106827,TRUE,TRUE,English
460,MrSavage,4193800,551,31525,6883,1651212,916629,734583,9931629,TRUE,FALSE,English
461,Perxitaa,4191620,506,55418,8010,689582,19605,669977,7036771,TRUE,FALSE,Spanish
462,IlloJuan,4184465,1008,24315,4087,275174,96469,178705,5676686,TRUE,FALSE,Spanish
463,masondota2,4177073,1387,8377,2882,104526,64620,39906,3406472,TRUE,FALSE,English
464,Annoying,4171618,1072,17361,3884,431285,272698,158587,1799471,TRUE,FALSE,English
465,kumikomii,4163691,2540,5227,1615,177741,115619,62122,5979126,TRUE,FALSE,Korean
466,Manyrin,4158148,1819,17140,2284,449520,303139,146381,11128490,TRUE,FALSE,Russian
467,1DrakoNz,4157938,1653,15242,2655,373375,120376,252999,6950267,TRUE,TRUE,Portuguese
468,Pace22,4131048,2616,10350,1524,171871,59148,112723,3080537,TRUE,TRUE,English
469,Rammus53,4128835,1742,16370,2217,978645,646342,332303,11041262,TRUE,TRUE,Turkish
470,SaltyTeemo,4126888,8633,1803,476,173196,137093,36103,2117741,FALSE,FALSE,English
471,Odablock,4125593,1693,29397,2336,131966,39489,92477,4228405,TRUE,FALSE,English
472,MckyTV,4124690,1084,49791,3599,722041,465381,256660,9947455,TRUE,FALSE,German
473,Calebhart42,4116240,2081,6763,1808,177595,164185,13410,2533119,TRUE,FALSE,English
474,MacieJay,4112698,1797,7318,2249,835787,640647,195140,5353692,TRUE,FALSE,English
475,R6esportsBR,4111877,785,60386,4021,323856,225008,98848,5855733,TRUE,FALSE,Portuguese
476,chistor_,4105714,2141,7099,1838,89608,59254,30354,5658271,TRUE,FALSE,Russian
477,Kephrii,4098908,2752,8709,1297,559647,456657,102990,5923710,TRUE,FALSE,English
478,FEDMYSTER,4089997,416,35011,9086,609723,324756,284967,5176805,TRUE,FALSE,English
479,Gosu,4080906,1077,16362,3502,1751290,1565338,185952,9377658,TRUE,FALSE,English
480,supertf,4077261,1510,9118,2526,196136,56197,139939,3551440,TRUE,FALSE,English
481,MoMaN,4075037,2429,16550,1363,360418,239725,120693,8390437,TRUE,TRUE,French
482,Kotton,4073545,1217,58818,2757,253065,172145,80920,4459178,TRUE,TRUE,English
483,saintvicious,4071038,2801,5370,1422,247236,202800,44436,3133396,TRUE,FALSE,English
484,winstrike_tv,4061858,328,153252,12058,148183,128,148055,8767404,TRUE,FALSE,Russian
485,pijack11,4059646,2469,8181,1569,252717,107724,144993,6752832,TRUE,TRUE,Portuguese
486,pqueen,4057754,1483,11976,2602,485787,157638,328149,8544093,TRUE,FALSE,Turkish
487,Northernlion,4047219,1014,9312,3968,359260,336631,22629,3384340,TRUE,FALSE,English
488,Nattank,4026943,2408,8770,1537,86544,19337,67207,8232442,TRUE,TRUE,Portuguese
489,bmkibler,4026925,1721,15034,2247,475075,451104,23971,5087052,TRUE,FALSE,English
490,Arteezy,4013915,205,31009,19681,634982,535256,99726,3776042,TRUE,TRUE,English
491,sunbaking,4011053,1437,8260,2762,251416,152696,98720,3298202,TRUE,FALSE,Korean
492,flamuu,3983647,2115,5242,1851,117425,81124,36301,3225407,TRUE,TRUE,English
493,Mixwell,3983232,882,23552,4219,331208,59410,271798,6539837,TRUE,FALSE,Spanish
494,AntoineDanielLive,3970286,915,16671,3964,416920,144657,272263,6778234,TRUE,FALSE,French
495,G4G_REVENANT,3962786,1369,14376,2947,284620,215267,69353,6608568,TRUE,FALSE,Spanish
496,maxim,3945131,1195,21262,3173,312566,183447,129119,5439874,TRUE,TRUE,German
497,yd0821,3936982,471,38412,8075,279864,223631,56233,1901665,TRUE,FALSE,Korean
498,c9judite,3928152,6074,8210,644,105341,20587,84754,7982996,TRUE,FALSE,Portuguese
499,WOKE,3921720,860,50598,3827,107484,1759,105725,3460437,TRUE,TRUE,English
500,Amaz,3920925,1409,12652,2764,915023,920428,-5405,4237993,TRUE,FALSE,English
501,ESL_SC2,3912101,4646,40072,1414,305311,269181,36130,5674624,TRUE,FALSE,English
502,CooLifeGame,3905129,784,15459,4415,395859,228503,167356,5764214,TRUE,FALSE,Spanish
503,BruceGrannec,3901747,1305,11287,3011,463188,367920,95268,5973378,TRUE,FALSE,French
504,CuteDog_,3900972,3452,7016,1104,113658,91584,22074,3489772,TRUE,TRUE,English
505,wtf_winds123,3889933,1546,11975,2410,259338,226386,32952,9883708,TRUE,FALSE,Chinese
506,theRealShooKon3,3886837,2771,6148,1333,126282,89075,37207,2944974,TRUE,TRUE,English
507,Albralelie,3880266,2143,18730,1668,240030,23053,216977,5392597,TRUE,FALSE,English
508,looksam,3870403,1251,32222,3302,285474,271123,14351,7901792,TRUE,FALSE,Korean
509,GTimeTV,3869000,3122,14110,1022,665021,509602,155419,5838039,TRUE,TRUE,German
510,WagamamaTV,3866432,2975,7377,1268,312799,291866,20933,3880798,TRUE,FALSE,English
511,sleepy,3857541,1788,8855,2103,317125,62663,254462,3295029,TRUE,FALSE,English
512,FifaTargrean,3850429,2847,6721,1353,396862,330741,66121,7798628,TRUE,FALSE,Thai
513,GrandPOObear,3850196,1686,13295,2230,253619,208693,44926,3877237,TRUE,TRUE,English
514,Pun1shers_TV,3842549,2056,6289,1961,82289,31130,51159,4148542,TRUE,FALSE,Greek
515,gamelifeow,3830095,1660,37939,1659,234471,65242,169229,8373012,TRUE,FALSE,Russian
516,Sh4dowehhh,3829383,1881,11788,2012,84234,13615,70619,6477747,TRUE,FALSE,Russian
517,LuluLuvely,3829151,1785,10110,2178,431852,71260,360592,6019198,TRUE,FALSE,English
518,Swifty,3823858,2036,19884,1572,615027,544016,71011,8647522,TRUE,FALSE,English
519,Mibrtv,3810667,1377,151094,3310,250709,8480,242229,6671227,TRUE,FALSE,Portuguese
520,PsheroTV,3806282,3070,10739,1166,202779,142852,59927,5384623,TRUE,TRUE,English
521,bytarifaaa,3801294,257,121009,13435,638657,9482,629175,3651549,TRUE,FALSE,Spanish
522,Alderiate,3794597,1151,11480,3337,319860,239130,80730,5471250,TRUE,FALSE,French
523,Solaaaa,3791324,1606,16718,2227,309594,202036,107558,5135340,TRUE,FALSE,German
524,Strippin,3790978,2026,9127,1816,293665,273761,19904,3115313,TRUE,FALSE,English
525,Mendo,3774556,1658,25321,1959,518090,342083,176007,5487693,TRUE,TRUE,English
526,Pikabooirl,3765663,1729,21309,2146,237214,158815,78399,5574448,TRUE,FALSE,English
527,Skadoodle,3756694,1499,30357,2318,611890,392786,219104,5373229,TRUE,TRUE,English
528,MasterSnakou,3754058,2071,12948,1786,448316,375179,73137,6565757,TRUE,FALSE,French
529,lucia94,3746047,2362,8886,1603,82578,45552,37026,5801449,TRUE,FALSE,Korean
530,Otzdarva,3709107,1532,14940,2387,262104,115342,146762,3176930,TRUE,FALSE,English
531,cherrypach,3706284,1569,10985,2369,240835,150378,90457,6606649,TRUE,FALSE,Korean
532,Opat04,3702696,1946,9497,1814,178477,68757,109720,6632006,TRUE,FALSE,Czech
533,icebergdoto,3697285,873,16441,3746,171113,86562,84551,6944929,TRUE,FALSE,Russian
534,P4wnyhof,3697062,3031,7196,1205,489174,482455,6719,6891131,TRUE,FALSE,German
535,Mazarin1k,3681760,3374,9605,780,205378,137086,68292,9980766,TRUE,FALSE,Czech
536,kimdduddi,3666636,1513,7244,2318,149158,81204,67954,3549865,TRUE,FALSE,Korean
537,rooftopcat99,3648139,1547,8794,2256,214028,154815,59213,5969221,TRUE,FALSE,Korean
538,KingGothalion,3645129,581,41994,5792,1015521,970614,44907,3349456,TRUE,FALSE,English
539,ItsSlikeR,3642948,1594,12762,2317,283503,129143,154360,5243404,TRUE,TRUE,English
540,Alinity,3641818,1503,17341,2441,1203324,947337,255987,13908506,TRUE,FALSE,English
541,TidesofTime,3640257,1475,12457,2104,251700,224590,27110,2240586,TRUE,FALSE,English
542,GernaderJake,3638634,2438,21162,1347,295771,225078,70693,8847646,TRUE,FALSE,English
543,sutanmi,3630550,1337,7854,2683,53124,36619,16505,3473483,TRUE,FALSE,Japanese
544,DarioMocciaTwitch,3624599,1733,8160,1749,114376,17669,96707,4356099,TRUE,FALSE,Italian
545,bebe872,3622390,3537,4965,1087,70232,18981,51251,2383295,TRUE,FALSE,English
546,Lasqa,3616157,1204,10010,2863,135446,110095,25351,5298356,TRUE,TRUE,Russian
547,qttsix,3615859,2567,9671,1412,118305,94685,23620,8174656,TRUE,FALSE,Chinese
548,Flight23white,3613204,524,74388,7522,828896,124313,704583,2016920,TRUE,FALSE,English
549,Heelmike,3605270,1690,18963,2115,308927,100132,208795,3406743,TRUE,TRUE,English
550,OGADotaPIT,3601214,312,60846,10161,157820,109156,48664,8333671,TRUE,FALSE,English
551,SoloRenektonOnly,3596771,2050,5118,1735,391603,317049,74554,4581141,TRUE,FALSE,English
552,OfficialAndyPyro,3595449,3494,9676,1027,255595,226173,29422,10284627,TRUE,TRUE,Finnish
553,k3soju,3587223,2098,7504,1647,76666,5727,70939,2609837,TRUE,FALSE,English
554,SkyrrozTV,3585377,1432,17061,2185,597890,381454,216436,6233611,TRUE,FALSE,French
555,LeBouseuh,3578322,1024,24497,3678,988237,636707,351530,4545514,TRUE,FALSE,French
556,BikeMan,3575074,2281,7223,1486,264192,253091,11101,3531376,TRUE,TRUE,English
557,Rubini,3568836,2700,5521,1284,102528,59102,43426,7976244,TRUE,TRUE,Portuguese
558,JLWaliid,3563651,1581,19603,2239,272391,25974,246417,4345817,TRUE,FALSE,French
559,qSnake,3542365,2549,5441,1389,200878,163237,37641,6296155,TRUE,FALSE,Russian
560,Criken,3540832,1884,11050,1828,285509,252756,32753,3593487,TRUE,TRUE,English
561,Loserfruit,3538637,1659,42374,1816,1869993,1079648,790345,10477877,TRUE,FALSE,English
562,Broxah,3535689,777,13137,4269,317896,108696,209200,5351294,TRUE,FALSE,English
563,JonVlogs,3535242,1353,21617,2239,480299,218740,261559,3260166,TRUE,FALSE,Portuguese
564,ImSoFresh,3526961,3001,5788,1119,111954,75859,36095,3673955,TRUE,FALSE,French
565,BeBePtv,3521799,1834,14353,1865,57205,32531,24674,63847323,TRUE,FALSE,Russian
566,TrilluXe,3514987,1320,27943,2095,412495,316866,95629,7212835,TRUE,FALSE,German
567,landonorris,3491666,502,97550,6524,584831,127196,457635,12694726,TRUE,FALSE,English
568,LotharHS,3476076,2537,14561,898,251812,115614,136198,6742783,TRUE,FALSE,Polish
569,ElcanaldeJoaco,3467675,341,48072,8673,810622,51825,758797,4893535,TRUE,TRUE,Spanish
570,CzechCloud,3465643,2418,8212,978,180668,69523,111145,9000160,TRUE,FALSE,Czech
571,chess24,3459335,1367,32856,1603,66198,16453,49745,20337169,TRUE,FALSE,English
572,TheNo1Alex,3444906,2949,8554,1105,140855,109972,30883,7225371,TRUE,FALSE,English
573,Crystal_LoL,3441451,2329,7471,1466,167132,68286,98846,5571500,TRUE,FALSE,Turkish
574,WeAreTheVR,3440782,1266,20851,2688,410814,325288,85526,9512134,TRUE,TRUE,Hungarian
575,AdzTV,3437597,2288,11247,1443,489577,322029,167548,4236933,TRUE,FALSE,French
