Streamer_ID,Channel,Watch_time,Stream_time,Peak_viewers,Avg_viewers,Subscribers_End,Subscribers_Beg,Subscribers_gained,Viewers_Gained,Partnered,Mature,Language
576,IrmanPlay,3429876,710,17697,2612,252042,19166,232876,3312084,FALSE,FALSE,Russian
577,Tomato,3429868,1268,5358,2675,92634,56624,36010,2200922,TRUE,TRUE,English
578,pjs9073,3429136,1320,15654,2597,193757,77767,115990,5979215,TRUE,FALSE,Korean
579,runitup247,3429100,8100,1182,422,91608,61211,30397,2424188,TRUE,FALSE,English
580,NeZaK_,3424040,2237,7262,1407,255840,48118,207722,3017013,TRUE,FALSE,Italian
581,xkwhd,3420427,2993,9938,1139,142209,91534,50675,4794915,TRUE,FALSE,Korean
582,skill4ltu,3416955,2259,4049,1503,127741,81343,46398,4548052,TRUE,TRUE,English
583,ilMasseo,3414819,1540,8980,2184,617665,180924,436741,4364008,TRUE,FALSE,Italian
584,Worrun_,3407345,1574,41881,1728,146163,42401,103762,3425022,TRUE,TRUE,English
585,brax,3405515,434,28736,5295,574927,292279,282648,4449212,TRUE,FALSE,English
586,rewinside,3401947,807,24167,4455,1259972,887752,372220,5349508,TRUE,FALSE,German
587,sah_yang,3400500,2089,7143,1559,206794,98428,108366,7584329,TRUE,FALSE,Korean
588,HAchubby,3398468,1219,13675,2779,221461,61942,159519,5075885,TRUE,FALSE,English
589,Recrent,3397568,2156,6781,1502,220789,100585,120204,8936320,TRUE,FALSE,Russian
590,iLame,3385294,2684,4911,1243,233263,166773,66490,9831952,TRUE,TRUE,Russian
591,ixxYjYxxi,3385041,622,15223,5459,857099,447167,409932,2378245,TRUE,FALSE,Arabic
592,Wingsofdeath,3380970,2403,7176,1343,473157,466890,6267,2534023,TRUE,FALSE,English
593,mang0,3380710,2339,24391,1403,328671,274977,53694,3077795,TRUE,TRUE,English
594,Kamikatze,3377255,2115,8509,1586,107476,70521,36955,4997073,TRUE,FALSE,German
595,Philza,3376524,1049,24611,2991,527540,234997,292543,5158370,TRUE,FALSE,English
596,Kurumx,3374799,2187,16413,1543,50286,847,49439,2485867,TRUE,FALSE,English
597,Pieface23,3363719,1556,14072,2149,238155,110711,127444,2037389,TRUE,FALSE,English
598,CurtisRyan,3353898,2711,7245,1205,65688,32547,33141,3760730,TRUE,TRUE,English
599,CalebDMTG,3343040,2027,5446,1608,71327,62322,9005,1563033,TRUE,FALSE,English
600,MarkiLokurasY,3342538,1185,26329,2714,923377,506154,417223,7000112,TRUE,FALSE,Spanish
601,JLBichouu,3337611,1512,16461,2039,212578,62126,150452,4001304,TRUE,FALSE,French
602,nanayango3o,3332667,2034,6411,1589,147351,84019,63332,4789098,TRUE,FALSE,Korean
603,DavyJones,3330485,806,44526,4111,955846,500881,454965,10940319,TRUE,FALSE,Portuguese
604,Fairlight_Excalibur,3330437,2728,19156,1208,408958,403796,5162,1645770,TRUE,FALSE,English
605,PG_Esports,3330358,1795,24734,1933,112874,70939,41935,16923320,TRUE,FALSE,Italian
606,StreamerHouse,3325028,8276,12609,402,630255,619596,10659,2800864,TRUE,FALSE,English
607,Peereira7,3304213,2230,14532,1377,377689,16483,361206,6222094,TRUE,TRUE,Spanish
608,Twitch,3301389,200,130795,9190,1189614,966446,223168,46395022,TRUE,FALSE,English
609,Sev7n,3288594,3061,31836,1037,469944,243981,225963,7453572,TRUE,FALSE,Portuguese
610,Wardiii,3279061,1738,9459,1670,76777,44872,31905,3970743,TRUE,FALSE,English
611,tranth,3276419,2371,5451,1402,85764,74031,11733,5114165,TRUE,FALSE,Korean
612,Kubon_,3265727,2431,9545,1323,267984,242263,25721,6142647,TRUE,FALSE,Polish
613,KarasMai,3263340,2305,6728,1374,281664,141749,139915,3975842,TRUE,FALSE,English
614,Sloot,3258758,3459,21283,937,205002,181496,23506,4415937,TRUE,FALSE,English
615,LPMassive,3257472,1355,18813,2181,315264,292390,22874,2409670,TRUE,FALSE,German
616,roger9527,3256644,577,12707,5401,131484,109115,22369,4197860,TRUE,FALSE,Chinese
617,ChicaLive,3255740,1541,14928,2045,1041932,410510,631422,2776587,TRUE,FALSE,English
618,d_obby,3254506,2159,16860,1401,195405,42105,153300,5913454,TRUE,FALSE,Korean
619,Valkia,3249352,1772,23519,1008,308459,162008,146451,8091070,TRUE,FALSE,English
620,caps,3239608,298,26754,10170,479368,208757,270611,6373471,TRUE,FALSE,English
621,gueigotv,3237703,2248,9918,1373,165232,139766,25466,6005834,TRUE,TRUE,Chinese
622,Alfie,3234571,3029,15588,971,183885,150423,33462,3380440,TRUE,FALSE,English
623,NiceWigg,3231869,2169,13013,1475,184033,72535,111498,2871081,TRUE,FALSE,English
624,zEkO,3231131,750,21313,4440,743040,372357,370683,5338943,TRUE,TRUE,Spanish
625,x6FlipiN,3226229,1018,19304,2712,279204,92549,186655,6462906,TRUE,TRUE,Spanish
626,JASONR,3224347,3137,33902,992,777611,640811,136800,6183865,TRUE,FALSE,English
627,Dhalucard,3210165,1390,22306,1828,269408,171730,97678,7444967,TRUE,FALSE,German
628,duckmanzch,3207139,2166,14684,1363,122694,47466,75228,9240202,TRUE,FALSE,Thai
629,MrBboy45,3192058,1847,9408,1659,318995,261491,57504,6445684,TRUE,FALSE,French
630,ses836,3174143,2620,7683,1213,105730,76398,29332,5099767,TRUE,FALSE,Korean
631,AladdinTV,3164836,2192,4279,1416,110211,65043,45168,4298260,TRUE,FALSE,German
632,miniminter,3162605,690,27188,4215,858427,269966,588461,16598800,TRUE,FALSE,English
633,ClintStevens,3153443,669,15223,4445,393432,290679,102753,2303521,TRUE,FALSE,English
634,NoctisAK47,3151355,2855,7264,1052,73584,32408,41176,6381664,TRUE,TRUE,Thai
635,Daxak,3146073,1414,7721,2061,116897,52658,64239,5857325,TRUE,FALSE,Russian
636,ThaldrinLol,3145838,1868,11305,1671,521166,426040,95126,7822019,TRUE,FALSE,Turkish
637,olyashaa,3128716,1296,9142,2296,559877,421256,138621,14210392,TRUE,FALSE,Russian
638,Jay3,3127650,2760,9514,1111,189654,65554,124100,3079327,TRUE,FALSE,English
639,SovietWomble,3124958,1056,9616,2900,1368076,1153301,214775,5846971,TRUE,TRUE,English
640,GodHunt,3118331,1577,19032,1820,202883,172145,30738,7464390,TRUE,FALSE,Russian
641,Everyeyeit,3116994,2219,18421,1236,86590,44377,42213,52155951,TRUE,FALSE,Italian
642,Speedrun,3113341,8334,16604,375,93358,42260,51098,13863239,TRUE,FALSE,English
643,iamSometimes,3109955,1715,23238,2004,179552,80390,99162,4766495,TRUE,FALSE,Thai
644,Broeki1,3109379,2361,13091,1317,150944,124949,25995,4702541,TRUE,TRUE,German
645,hexy,3101007,1508,14020,2092,336093,316087,20006,2855592,TRUE,FALSE,English
646,Etoiles,3099710,1303,45364,2090,220873,53487,167386,6466352,TRUE,FALSE,French
647,xChocoBars,3098433,1605,37216,1917,583881,476531,107350,8679867,TRUE,FALSE,English
648,GN_GG,3096596,1801,4859,1715,91514,76780,14734,3333965,TRUE,FALSE,Russian
649,SheriffEli,3089914,2390,5988,1291,265814,253982,11832,2355559,TRUE,TRUE,English
650,iateyourpie,3080341,3022,10962,987,124020,116078,7942,4878552,TRUE,FALSE,English
651,KYR_SP33DY,3070555,1584,6607,1879,706212,639575,66637,2451110,TRUE,FALSE,English
652,armateam,3051111,6328,3181,479,187315,178635,8680,3569807,TRUE,FALSE,French
653,JeelTV,3039837,1665,7302,1768,357385,80620,276765,6668409,TRUE,FALSE,French
654,Pengu,3039306,1178,7707,2452,775987,534678,241309,5240516,TRUE,TRUE,English
655,dlxowns45,3038490,1327,10549,2023,346631,222571,124060,5444952,TRUE,FALSE,Korean
656,gabepeixe,3032160,1696,5955,1788,149362,124328,25034,2795325,TRUE,TRUE,Portuguese
657,TSM_TheOddOne,3031802,3141,4363,913,864087,879859,-15772,6370949,TRUE,FALSE,English
658,luke4316live,3028824,5117,2757,636,168531,131543,36988,4795414,TRUE,FALSE,Italian
659,VGBootCamp,3023856,1285,97791,1534,521938,497140,24798,5491154,TRUE,FALSE,English
660,CapcomFighters,3020869,398,84858,5684,348447,328242,20205,12878708,TRUE,FALSE,English
661,Datto,3017922,1190,82047,2122,530822,441083,89739,4566171,TRUE,TRUE,English
662,NeverSayYesTwitch,3016314,1924,10771,1357,194933,18715,176218,3381154,TRUE,FALSE,French
663,BeatportOfficial,3014171,463,48457,5300,126546,1893,124653,36484452,TRUE,FALSE,English
664,portialyn,3011235,2140,4498,1349,39485,9787,29698,2460689,TRUE,FALSE,Korean
665,kanetv8,3006005,2173,10087,1313,141167,88561,52606,7004305,TRUE,FALSE,Korean
666,Sanchovies,3002781,2354,15588,1250,154845,9743,145102,3924344,TRUE,FALSE,English
667,GhostFreak66,2998996,1788,94791,1029,111646,21767,89879,2471382,TRUE,TRUE,English
668,RTAinJapan,2998009,269,42822,8383,71730,26964,44766,2700751,TRUE,FALSE,Japanese
669,WankilStudio,2993033,287,28866,10173,726730,451996,274734,5141210,TRUE,FALSE,French
670,SLAKUN10,2987706,159,48358,18906,1874932,86,1874846,5835029,TRUE,FALSE,Spanish
671,Monkeynews,2984718,2583,72483,1288,80290,26178,54112,4978021,TRUE,TRUE,English
672,forever,2982430,494,53702,5300,373484,12610,360874,2863254,TRUE,FALSE,Portuguese
673,AlpTV,2978824,644,33059,2913,576276,318802,257474,6685553,TRUE,FALSE,Turkish
674,Crocodyle_lol,2978795,1600,8810,1802,107835,30693,77142,3657348,TRUE,TRUE,French
675,WARDELL,2978641,2119,16215,1394,306435,18235,288200,5304936,TRUE,TRUE,English
676,Tiagovski555YT,2976051,1268,11245,2061,220585,89866,130719,5057048,TRUE,FALSE,Portuguese
677,Altair,2975619,2427,3702,1183,42265,22817,19448,2779740,TRUE,TRUE,French
678,NiteNightKid,2973651,2484,29228,1127,28818,16820,11998,1450208,TRUE,TRUE,English
679,fuslie,2970761,1126,45247,2504,336394,219637,116757,7152158,TRUE,FALSE,English
680,Tyceno,2965793,714,40407,4015,297359,46823,250536,1623230,TRUE,TRUE,English
681,Faux,2963339,2520,15167,1133,237909,208608,29301,3248586,TRUE,FALSE,English
682,RiotGamesTurkish,2962434,397,36258,7414,651994,602750,49244,9998277,TRUE,FALSE,Turkish
683,makataO,2958509,3046,12292,910,391656,254521,137135,7336811,TRUE,FALSE,Russian
684,Drjayfisto,2952653,2589,4092,1105,130341,88988,41353,6201998,TRUE,TRUE,English
685,CarTmaNzbs,2943471,1610,7809,1793,386948,321680,65268,13183429,TRUE,FALSE,Russian
686,Th3Antonio,2934546,1036,13955,2419,223756,135884,87872,5222867,TRUE,FALSE,Spanish
687,BigEx,2933424,1615,21401,1569,256448,118213,138235,1947938,TRUE,FALSE,English
688,BigSpinCR,2920925,1550,21815,1824,185784,104058,81726,2995202,TRUE,FALSE,German
689,Maghla,2920600,1292,16695,2124,329065,94849,234216,6831650,TRUE,TRUE,French
690,Becca,2914036,1920,11405,1500,357844,301488,56356,4198030,TRUE,FALSE,English
691,SirhcEz,2913736,2224,5928,1279,579629,545295,34334,3081725,TRUE,FALSE,English
692,twlevewinsHS,2903815,1715,5425,1711,38410,7153,31257,1353428,TRUE,FALSE,English
693,collet11,2901451,2268,6144,1248,215304,142123,73181,5543661,TRUE,FALSE,Korean
694,Zombie_Barricades,2897052,3813,4497,735,172386,112355,60031,2219053,TRUE,TRUE,English
695,NBA2KLeague,2896333,471,48495,4264,143535,100593,42942,67586924,TRUE,FALSE,English
696,XBOCT,2894548,600,20110,4473,318230,239701,78529,5635774,TRUE,FALSE,Russian
697,shtan_udachi,2893793,1454,7220,1929,100852,78328,22524,3970603,TRUE,FALSE,Russian
698,orslok,2893464,867,21759,3082,327888,58803,269085,5048873,TRUE,FALSE,Spanish
699,BRNWOWZK1,2891417,6095,6981,465,173713,86418,87295,5330221,TRUE,TRUE,Portuguese
700,HellYeahPlay,2890721,1731,3946,1706,136885,105797,31088,5014047,TRUE,FALSE,Russian
701,game2eye,2883591,1601,5698,1669,183891,161670,22221,5266599,TRUE,FALSE,Korean
702,grafo,2874990,1852,7165,1544,414577,241553,173024,5627155,TRUE,FALSE,Spanish
703,xTheSolutionTV,2871936,1301,16093,2027,320629,216829,103800,2778565,TRUE,FALSE,German
704,Igromania,2868107,3116,6159,939,184078,170368,13710,115312954,TRUE,FALSE,Russian
705,Back2Warcraft,2863707,1556,8309,1697,94929,73662,21267,4016790,TRUE,FALSE,German
706,sam1268,2860041,597,11861,4538,148702,128269,20433,5691145,TRUE,TRUE,Chinese
707,10000DAYS,2854887,2193,11193,1255,356683,198210,158473,10528149,TRUE,FALSE,Turkish
708,iProMx,2853718,600,8874,4576,151788,71598,80190,1637792,TRUE,FALSE,French
709,zzamtiger0310,2851926,1506,6217,1876,185684,138893,46791,6693148,TRUE,FALSE,Korean
710,GingiTV,2850225,1497,6450,1713,156597,111550,45047,5117439,TRUE,FALSE,English
711,venruki,2841078,2219,13179,1264,292558,248109,44449,7127552,TRUE,FALSE,English
712,Pimpeano,2835273,357,38592,6469,740343,75020,665323,3744461,TRUE,TRUE,Spanish
713,MatteoHS,2831427,2359,5827,1176,428553,207400,221153,4537952,TRUE,FALSE,Italian
714,nugiyen,2830974,2652,8448,996,121984,99607,22377,3448935,TRUE,FALSE,English
715,HighDistortion,2825031,1761,20179,1397,1677690,1616564,61126,5125402,TRUE,FALSE,English
716,LuquEt4,2824277,2564,4958,1081,74404,29202,45202,2807619,TRUE,TRUE,Portuguese
717,THump,2822765,1534,8063,1885,250786,135758,115028,2168664,TRUE,TRUE,English
718,MaTaFe_,2820258,2559,8535,1096,116653,9696,106957,4182011,TRUE,TRUE,English
719,rxnexus,2817113,1868,6765,1475,255944,232731,23213,5862326,TRUE,FALSE,Russian
720,VaporaDark,2815717,1178,5041,2338,101359,79166,22193,7610128,TRUE,FALSE,English
721,PaymoneyWubby,2814354,510,16622,5485,302419,176020,126399,2668187,TRUE,FALSE,English
722,RTGameCrowd,2813870,645,20354,4259,861594,553095,308499,3736356,TRUE,FALSE,English
723,dda_ju,2812792,1812,9137,1466,205041,152970,52071,3755880,TRUE,FALSE,Korean
724,Bawkbasoup,2812273,2170,7853,1259,94820,67025,27795,2313340,TRUE,TRUE,English
725,wkgml,2806939,1269,10656,2210,415795,264982,150813,6013389,TRUE,FALSE,Korean
726,Werlyb,2805666,952,37980,2399,204348,57496,146852,5349362,TRUE,FALSE,Spanish
727,TSM_Hamlinz,2798308,184,51989,15483,2137521,2011371,126150,2268382,TRUE,FALSE,English
728,DougisRaw,2797921,2566,22641,1076,127151,52642,74509,2149900,TRUE,TRUE,English
729,Mmorpg,2796244,3049,4994,908,235167,215601,19566,3055373,TRUE,FALSE,English
730,BreaK,2792239,1926,9531,1432,309300,291011,18289,3880016,TRUE,TRUE,English
731,berkriptepe,2788766,547,24573,4103,622358,340691,281667,5508199,TRUE,FALSE,Turkish
732,Xposed,2788487,1854,8580,1475,266853,119404,147449,2220313,TRUE,TRUE,English
733,moogrr1211,2786438,3147,2008,879,37162,26948,10214,3006979,TRUE,FALSE,Korean
734,BoarControlHS,2781534,2556,3622,1064,79204,39841,39363,2852825,TRUE,FALSE,English
735,Dementardo,2780845,591,15476,4663,547154,81833,465321,2419659,TRUE,FALSE,Spanish
736,CrReaM,2776461,2373,8098,1150,165906,159699,6207,1614843,TRUE,TRUE,English
737,Xiuder_,2773716,2868,13675,909,312280,13521,298759,3022408,TRUE,FALSE,Italian
738,SmallAnt,2772535,1612,11518,1821,255156,36869,218287,2695198,TRUE,FALSE,English
739,Naowh,2759835,2007,11693,1333,103636,54803,48833,5069397,TRUE,FALSE,English
740,Tonton,2758946,2226,9738,1237,147542,70886,76656,3954958,TRUE,FALSE,French
741,bebelolz,2750265,1078,7592,2488,260119,233449,26670,6966348,TRUE,FALSE,Chinese
742,takesipon,2749686,1860,8103,1534,57634,45767,11867,3983662,TRUE,FALSE,Chinese
743,Vargskelethor,2745996,973,6577,2809,287063,227022,60041,2147906,TRUE,TRUE,English
744,95pingman,2744558,791,26738,3449,195423,97727,97696,3424139,TRUE,FALSE,Korean
745,LobosJr,2728942,2022,12709,1332,375646,348473,27173,3970888,TRUE,TRUE,English
746,ZONY,2727822,2467,7172,1118,260125,119319,140806,3739750,TRUE,FALSE,Polish
747,Monstercat,2726490,8661,14261,313,788684,766353,22331,4084222,TRUE,FALSE,English
748,k1ng,2723022,609,52558,4365,706537,92154,614383,6210317,TRUE,FALSE,Spanish
749,DuelLinksMeta,2721784,1499,5792,1886,88697,55391,33306,6092699,TRUE,FALSE,English
750,Esports_Alliance,2720149,619,27040,4293,117084,61639,55445,8254877,TRUE,FALSE,Thai
751,lolesportsla,2718880,683,37187,4586,186208,114694,71514,5283711,TRUE,FALSE,Spanish
752,Vovo,2714796,2509,7268,974,141898,49865,92033,3786059,TRUE,TRUE,Portuguese
753,goncho,2713618,1030,18091,2431,442412,205854,236558,6156791,TRUE,TRUE,Spanish
754,MenosTrece,2712307,1795,7132,1481,470873,280718,190155,5465173,TRUE,FALSE,Spanish
755,swimstrim,2712059,1809,13314,1383,137885,75089,62796,2964244,TRUE,FALSE,English
756,AnneMunition,2711916,1656,37236,1586,621921,556011,65910,10222790,TRUE,FALSE,English
757,Reverse2k,2710305,3028,14160,925,380488,225330,155158,3906784,TRUE,FALSE,English
758,erobb221,2709321,1375,10391,2028,244207,155470,88737,2352357,TRUE,FALSE,English
759,voicetv,2708511,8581,1874,314,3660,2332,1328,4001475,TRUE,FALSE,Thai
760,FFearFFul,2703882,603,116245,5305,727059,234218,492841,2041776,TRUE,FALSE,Arabic
761,Cryaotic,2702307,1430,7169,1727,813371,788727,24644,2326058,TRUE,TRUE,English
762,Dmitry_Lixxx,2696972,860,26715,3006,347824,14893,332931,8549523,TRUE,FALSE,Russian
763,Sweatcicle,2691487,2298,14550,1023,160000,39046,120954,2372907,TRUE,TRUE,English
764,tebtv,2691145,1155,13639,2177,76050,16141,59909,10310607,TRUE,FALSE,English
765,lovelyyeon,2689528,2342,4282,1115,108382,33490,74892,5389852,TRUE,FALSE,Korean
766,pankylol,2686813,850,17394,3141,284563,118449,166114,7887006,TRUE,FALSE,Turkish
767,Alkaizerx,2686432,1733,12430,1312,153870,132164,21706,3152805,TRUE,TRUE,English
768,hastad,2677871,1426,10888,1812,868738,680575,188163,4991368,TRUE,FALSE,Portuguese
769,mirage720,2669398,1567,30706,1638,352412,230187,122225,5107789,TRUE,FALSE,Korean
770,Tanxlive,2664592,2684,6899,971,244133,204046,40087,7067999,TRUE,TRUE,Thai
771,Rogue,2662699,2017,7289,1186,169330,22113,147217,2431075,TRUE,FALSE,English
772,easywithaces,2660919,1799,18686,1388,90359,55263,35096,3279762,TRUE,TRUE,English
773,BeyondTheSummit_PT2,2660786,1749,126254,796,178612,40644,137968,4834852,TRUE,FALSE,Portuguese
774,CarritosKami,2659296,1749,14634,1681,165439,97995,67444,6694660,TRUE,FALSE,Spanish
775,dizzy,2658423,819,19262,2997,795869,673606,122263,4572893,TRUE,TRUE,English
776,EAMaddenNFL,2657484,333,57179,5697,241924,169605,72319,5152605,TRUE,FALSE,English
777,TobiasFate,2652868,2129,4681,1233,701822,652688,49134,5210466,TRUE,FALSE,English
778,PUBG,2652337,548,35922,4647,733628,654699,78929,4783744,TRUE,FALSE,English
779,BananaSlamJamma,2651186,1893,5152,1263,170181,146914,23267,2546439,TRUE,TRUE,English
780,Dyrus,2649985,2305,11338,1123,1474090,1473979,111,3724340,TRUE,TRUE,English
781,Mushway,2649918,947,9611,2638,310100,76414,233686,3178181,TRUE,FALSE,French
782,bazattak007,2649188,1456,11217,1630,391413,69058,322355,4835861,TRUE,FALSE,Spanish
783,IFrostBolt,2633926,2821,6210,897,199618,92869,106749,2723926,TRUE,FALSE,English
784,Kandyland,2631370,1446,9203,1748,405554,203260,202294,11207571,TRUE,TRUE,English
785,9ambler,2630877,1495,11279,1692,144116,66227,77889,3731059,TRUE,FALSE,Korean
786,Sco,2630794,962,15241,1790,375911,343448,32463,10361325,TRUE,FALSE,English
787,ProfessorBroman,2622099,2577,12676,955,732192,709478,22714,3579571,TRUE,TRUE,English
788,Paoloidolo,2615030,2085,7659,1205,183900,125973,57927,4585217,TRUE,FALSE,Italian
789,1PVCS,2613699,897,23081,2256,71596,39789,31807,8056327,TRUE,FALSE,French
790,kangqui,2609077,1879,10809,1400,57130,38997,18133,3877756,TRUE,FALSE,Korean
791,AkTep,2603946,1576,6300,1541,222796,170934,51862,4273193,TRUE,TRUE,Russian
792,hatsalsal,2603517,1984,3915,1302,77861,52131,25730,5576914,TRUE,FALSE,Korean
793,PardonMyTake,2600075,419,141406,6728,143916,110,143806,3300371,TRUE,FALSE,English
794,Sweet_Anita,2595532,960,21594,2690,972070,462007,510063,7927278,TRUE,TRUE,English
795,Draineo,2593219,2068,7777,1169,102225,36523,65702,175788,TRUE,FALSE,English
796,Cerbero_Podcast,2586460,952,19298,2647,179420,46553,132867,4071398,TRUE,FALSE,Italian
797,cellinrj,2583043,1466,7136,1711,245715,123670,122045,3621969,TRUE,TRUE,Portuguese
798,SkyshockTV,2578796,1571,6213,1605,114154,81163,32991,3059244,TRUE,FALSE,Spanish
799,Evangelion0,2576598,1427,8533,1777,120494,92172,28322,3446723,TRUE,FALSE,Spanish
800,AnthonyZ,2575403,1962,7416,1216,199617,176314,23303,2812219,TRUE,FALSE,English
801,mokrivskyi,2572201,452,29983,5864,308815,4807,304008,8255635,FALSE,FALSE,Russian
802,CaMaK,2571290,1456,9437,1759,151886,144308,7578,3019137,TRUE,TRUE,French
803,Uthenera,2568766,1291,9460,2106,411346,311474,99872,4832180,TRUE,FALSE,Turkish
804,Corobizar,2566473,1389,11200,1787,272635,187702,84933,4345590,TRUE,FALSE,French
805,roflgator,2566063,1849,14329,1281,106365,59878,46487,1449834,TRUE,TRUE,English
806,QuarterJade,2564294,1033,12144,2286,277256,110054,167202,3921702,TRUE,FALSE,English
807,kutcherlol,2563078,2301,6802,1093,198818,162759,36059,5070320,TRUE,FALSE,German
808,DieHahn,2546126,2084,8048,1229,231584,186802,44782,3418935,TRUE,TRUE,German
809,chowh1,2545908,2390,8221,980,113551,29320,84231,4175567,TRUE,TRUE,French
810,cacho01,2541572,911,18552,2669,269080,18883,250197,2516244,TRUE,FALSE,Spanish
811,natalan,2541162,1009,9561,2240,529357,66683,462674,2737155,TRUE,TRUE,Spanish
812,DreamHackDota2_RU,2541019,102,98717,22356,203419,173188,30231,3637232,TRUE,FALSE,Russian
813,DuendePablo,2539060,2222,10121,1101,514073,395506,118567,4216188,TRUE,FALSE,Spanish
814,albislol,2533888,3475,3740,706,146276,135337,10939,4554443,TRUE,TRUE,Chinese
815,UCCleague,2533695,2185,14003,1378,226974,180167,46807,9915656,TRUE,FALSE,Russian
816,slrabbit99,2528990,1881,5944,1329,106235,103740,2495,4838617,TRUE,TRUE,Chinese
817,Stewie2K,2521198,412,27416,5296,875087,585220,289867,5771575,TRUE,TRUE,English
818,jorbs,2518806,1963,4084,1243,70609,50006,20603,1410877,TRUE,FALSE,English
819,BlackFIreIce,2511638,2333,3044,1070,108895,102765,6130,4424196,TRUE,FALSE,Polish
820,kurt0411,2509651,629,26941,4083,142446,27657,114789,2221662,TRUE,FALSE,English
821,Herdyn,2504443,2051,4254,1180,410224,319126,91098,5639711,TRUE,TRUE,Czech
822,Frankkaster,2503019,516,49127,4886,826222,469511,356711,5878239,TRUE,TRUE,Spanish
823,SayNoToRage,2502506,2297,8014,1010,168463,150844,17619,1552234,TRUE,FALSE,English
824,MiltonTPike1,2499586,1366,8838,1845,200012,174244,25768,2185519,TRUE,FALSE,English
825,H0llyLP,2496103,2181,4958,1116,151000,139125,11875,3846703,TRUE,TRUE,German
826,MarkitoNavaja,2490123,474,26584,5070,665430,23617,641813,3159593,TRUE,FALSE,Spanish
827,RobertoCein,2486048,1902,15249,1270,730326,307484,422842,2907888,TRUE,TRUE,Spanish
828,KVYZEE,2484206,2693,8354,849,127963,53069,74894,6715483,TRUE,FALSE,Russian
829,MarketTradersTV,2481669,8320,1357,297,30413,18332,12081,981536,TRUE,FALSE,English
830,Flambass,2478625,2173,5507,1138,71953,45035,26918,2319131,TRUE,TRUE,English
831,Aa9skillz,2476603,817,11843,2885,502696,359907,142789,2373012,TRUE,FALSE,English
832,Limmy,2472852,1510,6575,1641,207508,71245,136263,2433739,TRUE,TRUE,English
833,SparkofPhoenixTV,2469870,1540,15792,1462,433078,237870,195208,3537808,TRUE,FALSE,German
834,kyliebitkin,2465815,2125,6688,1142,85336,59616,25720,2468122,TRUE,TRUE,English
835,CoconutB,2465305,2043,4596,1171,188378,125919,62459,2691775,TRUE,TRUE,English
836,FanHOTS,2461072,2243,2104,1090,64587,36639,27948,2451118,TRUE,FALSE,English
837,Pelegrino1993,2454062,2154,6236,1074,80566,15767,64799,1772816,TRUE,FALSE,Portuguese
838,Killars,2447764,3514,4232,642,46971,31243,15728,1747381,TRUE,FALSE,English
839,Weak3n,2446169,1925,2922,1260,188176,158148,30028,4780580,TRUE,FALSE,English
840,Tourva,2440201,1935,5067,1185,287553,105140,182413,7888629,TRUE,TRUE,English
841,wintergaming,2437432,3260,7019,719,260779,246879,13900,3609065,TRUE,FALSE,English
842,Vicens,2436663,435,30628,5739,730679,6434,724245,4110592,TRUE,FALSE,Spanish
843,PainLivestream,2426836,1496,15002,1635,435872,354253,81619,2283772,TRUE,TRUE,German
844,monkeys_forever,2424586,1341,6738,1563,79270,44941,34329,2106144,TRUE,FALSE,English
845,Kaydop,2421528,1081,23304,2268,193058,75646,117412,3185925,TRUE,FALSE,French
846,syaruru3,2419893,1733,3710,1309,33726,24042,9684,3022192,TRUE,FALSE,Japanese
847,primeleague,2414316,509,19013,4427,73409,2198,71211,5606593,TRUE,FALSE,German
848,LRojo_,2412723,1857,11178,1192,100767,18447,82320,3959878,TRUE,FALSE,Spanish
849,trihex,2410144,2025,21721,1157,431935,402257,29678,5777172,TRUE,TRUE,English
850,Spaceboy,2409998,2050,10590,1107,135311,108261,27050,2614773,TRUE,TRUE,English
851,Froggen,2408280,779,10648,3024,770030,738230,31800,3577064,TRUE,FALSE,English
852,BotanicX,2406023,1191,9135,1937,34119,22607,11512,9335252,FALSE,FALSE,Russian
853,dinablin,2405130,1015,29316,2413,293748,53852,239896,11129949,TRUE,FALSE,Russian
854,RiceGum,2402790,205,29173,11696,903261,514885,388376,2273737,TRUE,FALSE,English
855,ipav999,2401908,3190,2536,737,163956,81288,82668,2920832,TRUE,FALSE,English
856,Lutti,2397353,1487,37121,1153,226344,62903,163441,3727211,TRUE,FALSE,French
857,kragiee,2390823,2032,6298,1137,234312,168335,65977,3136101,TRUE,FALSE,English
858,Puppers,2390247,1643,6798,1458,171425,106834,64591,1753517,TRUE,FALSE,English
859,Crayator,2386523,1253,4911,1796,599828,422327,177501,3865293,TRUE,FALSE,English
860,MANvsGAME,2378281,1096,5831,2103,510330,507994,2336,2713787,TRUE,TRUE,English
861,TheRealMarzaa,2375796,1550,12525,1505,495558,237405,258153,2909149,TRUE,FALSE,Italian
862,foggedftw2,2374072,1861,8622,1220,242205,132705,109500,3438208,TRUE,TRUE,English
863,Linkus7,2372044,2029,7248,1121,96728,54866,41862,1866513,TRUE,FALSE,English
864,Arcadum,2370233,2245,13801,992,120586,41944,78642,2169921,TRUE,FALSE,English
865,ImMarksman,2369476,1291,11141,1889,633443,481349,152094,1311402,TRUE,FALSE,English
866,LightFuryLF,2368248,1855,15139,1169,51589,18926,32663,4989684,TRUE,FALSE,Thai
867,BarcaGamer,2362271,1993,57917,1234,636568,87990,548578,3012949,TRUE,FALSE,Spanish
868,EFEUYGAC,2357586,649,14481,3700,358498,61283,297215,5234400,TRUE,TRUE,Turkish
